repeat,outer_fold,outer_seed,partition,Geological Group ID,CV Block ID
1,1,20270815,validation,GG0074,CVB0070
1,1,20270815,validation,GG0081,CVB0077
1,1,20270815,validation,GG0084,CVB0080
1,1,20270815,validation,GG0089,CVB0085
1,1,20270815,validation,GG0096,CVB0092
1,1,20270815,validation,GG0101,CVB0097
1,1,20270815,validation,GG0037,CVB0034
1,1,20270815,validation,GG0106,CVB0102
1,1,20270815,validation,GG0029,CVB0026
1,1,20270815,validation,GG0110,CVB0106
1,1,20270815,validation,GG0030,CVB0027
1,1,20270815,validation,GG0115,CVB0111
1,1,20270815,validation,GG0120,CVB0116
1,1,20270815,validation,GG0019,CVB0017
1,1,20270815,validation,GG0124,CVB0120
1,1,20270815,validation,GG0023,CVB0020
1,1,20270815,validation,GG0128,CVB0124
1,2,20270815,train,GG0042,CVB0039
1,2,20270815,train,GG0043,CVB0040
1,2,20270815,train,GG0044,CVB0010
1,2,20270815,train,GG0003,CVB0003
1,2,20270815,train,GG0038,CVB0035
1,2,20270815,train,GG0007,CVB0007
1,2,20270815,train,GG0020,CVB0018
1,2,20270815,train,GG0034,CVB0031
1,2,20270815,train,GG0046,CVB0042
1,2,20270815,train,GG0035,CVB0032
1,2,20270815,train,GG0047,CVB0043
1,2,20270815,train,GG0048,CVB0044
1,2,20270815,train,GG0050,CVB0046
1,2,20270815,train,GG0051,CVB0047
1,2,20270815,train,GG0053,CVB0049
1,2,20270815,train,GG0054,CVB0050
1,2,20270815,train,GG0055,CVB0051
1,2,20270815,train,GG0056,CVB0052
1,2,20270815,train,GG0010,CVB0010
1,2,20270815,train,GG0028,CVB0025
1,2,20270815,train,GG0058,CVB0054
1,2,20270815,train,GG0012,CVB0012
1,2,20270815,train,GG0059,CVB0055
1,2,20270815,train,GG0061,CVB0057
1,2,20270815,train,GG0014,CVB0014
1,2,20270815,train,GG0062,CVB0058
1,2,20270815,train,GG0013,CVB0013
1,2,20270815,train,GG0026,CVB0023
1,2,20270815,train,GG0064,CVB0060
1,2,20270815,train,GG0041,CVB0038
1,2,20270815,train,GG0066,CVB0062
1,2,20270815,train,GG0067,CVB0063
1,2,20270815,train,GG0068,CVB0064
1,2,20270815,train,GG0069,CVB0065
1,2,20270815,train,GG0070,CVB0066
1,2,20270815,train,GG0039,CVB0036
1,2,20270815,train,GG0071,CVB0067
1,2,20270815,train,GG0073,CVB0069
1,2,20270815,train,GG0074,CVB0070
1,2,20270815,train,GG0075,CVB0071
1,2,20270815,train,GG0077,CVB0073
1,2,20270815,train,GG0078,CVB0074
1,2,20270815,train,GG0079,CVB0075
1,2,20270815,train,GG0080,CVB0076
1,2,20270815,train,GG0081,CVB0077
1,2,20270815,train,GG0082,CVB0078
1,2,20270815,train,GG0084,CVB0080
1,2,20270815,train,GG0085,CVB0081
1,2,20270815,train,GG0086,CVB0082
1,2,20270815,train,GG0088,CVB0084
1,2,20270815,train,GG0089,CVB0085
1,2,20270815,train,GG0091,CVB0087
1,2,20270815,train,GG0092,CVB0088
1,2,20270815,train,GG0093,CVB0089
1,2,20270815,train,GG0094,CVB0090
1,2,20270815,train,GG0095,CVB0091
1,2,20270815,train,GG0096,CVB0092
1,2,20270815,train,GG0098,CVB0094
1,2,20270815,train,GG0024,CVB0021
1,2,20270815,train,GG0099,CVB0095
1,2,20270815,train,GG0100,CVB0096
1,2,20270815,train,GG0018,CVB0016
1,2,20270815,train,GG0101,CVB0097
1,2,20270815,train,GG0102,CVB0098
1,2,20270815,train,GG0037,CVB0034
1,2,20270815,train,GG0105,CVB0101
1,2,20270815,train,GG0106,CVB0102
1,2,20270815,train,GG0029,CVB0026
1,2,20270815,train,GG0107,CVB0103
1,2,20270815,train,GG0108,CVB0104
1,2,20270815,train,GG0109,CVB0105
1,2,20270815,train,GG0110,CVB0106
1,2,20270815,train,GG0030,CVB0027
1,2,20270815,train,GG0112,CVB0108
1,2,20270815,train,GG0113,CVB0109
1,2,20270815,train,GG0114,CVB0110
1,2,20270815,train,GG0115,CVB0111
1,2,20270815,train,GG0117,CVB0113
1,2,20270815,train,GG0118,CVB0114
1,2,20270815,train,GG0040,CVB0037
1,2,20270815,train,GG0004,CVB0004
1,2,20270815,train,GG0119,CVB0115
1,2,20270815,train,GG0120,CVB0116
1,2,20270815,train,GG0122,CVB0118
1,2,20270815,train,GG0123,CVB0119
1,2,20270815,train,GG0019,CVB0017
1,2,20270815,train,GG0124,CVB0120
1,2,20270815,train,GG0008,CVB0008
1,2,20270815,train,GG0002,CVB0002
1,2,20270815,train,GG0015,CVB0002
1,2,20270815,train,GG0032,CVB0029
1,2,20270815,train,GG0023,CVB0020
1,2,20270815,train,GG0126,CVB0122
1,2,20270815,train,GG0006,CVB0006
1,2,20270815,train,GG0027,CVB0024
1,2,20270815,train,GG0127,CVB0123
1,2,20270815,train,GG0128,CVB0124
1,2,20270815,train,GG0129,CVB0125
1,2,20270815,validation,GG0001,CVB0001
1,2,20270815,validation,GG0045,CVB0041
1,2,20270815,validation,GG0049,CVB0045
1,2,20270815,validation,GG0025,CVB0022
1,2,20270815,validation,GG0052,CVB0048
1,2,20270815,validation,GG0057,CVB0053
1,2,20270815,validation,GG0016,CVB0015
1,2,20270815,validation,GG0065,CVB0061
1,2,20270815,validation,GG0036,CVB0033
1,2,20270815,validation,GG0072,CVB0068
1,2,20270815,validation,GG0031,CVB0028
1,2,20270815,validation,GG0076,CVB0072
1,2,20270815,validation,GG0083,CVB0079
1,2,20270815,validation,GG0087,CVB0083
1,2,20270815,validation,GG0090,CVB0086
1,2,20270815,validation,GG0097,CVB0093
1,2,20270815,validation,GG0103,CVB0099
1,2,20270815,validation,GG0104,CVB0100
1,2,20270815,validation,GG0111,CVB0107
1,2,20270815,validation,GG0005,CVB0005
1,2,20270815,validation,GG0009,CVB0009
1,2,20270815,validation,GG0116,CVB0112
1,2,20270815,validation,GG0121,CVB0117
1,2,20270815,validation,GG0125,CVB0121
1,3,20270815,train,GG0001,CVB0001
1,3,20270815,train,GG0042,CVB0039
1,3,20270815,train,GG0043,CVB0040
1,3,20270815,train,GG0044,CVB0010
1,3,20270815,train,GG0045,CVB0041
1,3,20270815,train,GG0003,CVB0003
1,3,20270815,train,GG0007,CVB0007
1,3,20270815,train,GG0034,CVB0031
1,3,20270815,train,GG0035,CVB0032
1,3,20270815,train,GG0048,CVB0044
1,3,20270815,train,GG0049,CVB0045
1,3,20270815,train,GG0025,CVB0022
1,3,20270815,train,GG0050,CVB0046
1,3,20270815,train,GG0051,CVB0047
1,3,20270815,train,GG0052,CVB0048
1,3,20270815,train,GG0054,CVB0050
1,3,20270815,train,GG0055,CVB0051
1,3,20270815,train,GG0056,CVB0052
1,3,20270815,train,GG0057,CVB0053
1,3,20270815,train,GG0010,CVB0010
1,3,20270815,train,GG0028,CVB0025
1,3,20270815,train,GG0012,CVB0012
1,3,20270815,train,GG0059,CVB0055
1,3,20270815,train,GG0061,CVB0057
1,3,20270815,train,GG0014,CVB0014
1,3,20270815,train,GG0016,CVB0015
1,3,20270815,train,GG0062,CVB0058
1,3,20270815,train,GG0064,CVB0060
1,3,20270815,train,GG0041,CVB0038
1,3,20270815,train,GG0065,CVB0061
1,3,20270815,train,GG0067,CVB0063
1,3,20270815,train,GG0068,CVB0064
1,3,20270815,train,GG0036,CVB0033
1,3,20270815,train,GG0069,CVB0065
1,3,20270815,train,GG0070,CVB0066
1,3,20270815,train,GG0039,CVB0036
1,3,20270815,train,GG0071,CVB0067
1,3,20270815,train,GG0072,CVB0068
1,3,20270815,train,GG0074,CVB0070
1,3,20270815,train,GG0031,CVB0028
1,3,20270815,train,GG0076,CVB0072
1,3,20270815,train,GG0077,CVB0073
1,3,20270815,train,GG0078,CVB0074
1,3,20270815,train,GG0080,CVB0076
1,3,20270815,train,GG0081,CVB0077
1,3,20270815,train,GG0082,CVB0078
1,3,20270815,train,GG0083,CVB0079
1,3,20270815,train,GG0084,CVB0080
1,3,20270815,train,GG0086,CVB0082
1,3,20270815,train,GG0087,CVB0083
1,3,20270815,train,GG0088,CVB0084
1,3,20270815,train,GG0089,CVB0085
1,3,20270815,train,GG0090,CVB0086
1,3,20270815,train,GG0092,CVB0088
1,3,20270815,train,GG0093,CVB0089
1,3,20270815,train,GG0095,CVB0091
1,3,20270815,train,GG0096,CVB0092
1,3,20270815,train,GG0097,CVB0093
1,3,20270815,train,GG0098,CVB0094
1,3,20270815,train,GG0024,CVB0021
1,3,20270815,train,GG0100,CVB0096
1,3,20270815,train,GG0018,CVB0016
1,3,20270815,train,GG0101,CVB0097
1,3,20270815,train,GG0102,CVB0098
1,3,20270815,train,GG0037,CVB0034
1,3,20270815,train,GG0103,CVB0099
1,3,20270815,train,GG0104,CVB0100
1,3,20270815,train,GG0106,CVB0102
1,3,20270815,train,GG0029,CVB0026
1,3,20270815,train,GG0107,CVB0103
1,3,20270815,train,GG0108,CVB0104
1,3,20270815,train,GG0109,CVB0105
1,3,20270815,train,GG0110,CVB0106
1,3,20270815,train,GG0111,CVB0107
1,3,20270815,train,GG0030,CVB0027
1,3,20270815,train,GG0005,CVB0005
1,3,20270815,train,GG0009,CVB0009
1,3,20270815,train,GG0113,CVB0109
1,3,20270815,train,GG0114,CVB0110
1,3,20270815,train,GG0115,CVB0111
1,3,20270815,train,GG0116,CVB0112
1,3,20270815,train,GG0117,CVB0113
1,3,20270815,train,GG0040,CVB0037
1,3,20270815,train,GG0004,CVB0004
1,3,20270815,train,GG0119,CVB0115
1,3,20270815,train,GG0120,CVB0116
1,3,20270815,train,GG0121,CVB0117
1,3,20270815,train,GG0122,CVB0118
1,3,20270815,train,GG0019,CVB0017
1,3,20270815,train,GG0124,CVB0120
1,3,20270815,train,GG0008,CVB0008
1,3,20270815,train,GG0125,CVB0121
1,3,20270815,train,GG0023,CVB0020
1,3,20270815,train,GG0126,CVB0122
1,3,20270815,train,GG0027,CVB0024
1,3,20270815,train,GG0127,CVB0123
1,3,20270815,train,GG0128,CVB0124
1,3,20270815,validation,GG0038,CVB0035
1,3,20270815,validation,GG0020,CVB0018
1,3,20270815,validation,GG0046,CVB0042
1,3,20270815,validation,GG0047,CVB0043
1,3,20270815,validation,GG0053,CVB0049
1,3,20270815,validation,GG0058,CVB0054
1,3,20270815,validation,GG0013,CVB0013
1,3,20270815,validation,GG0026,CVB0023
1,3,20270815,validation,GG0066,CVB0062
1,3,20270815,validation,GG0073,CVB0069
1,3,20270815,validation,GG0075,CVB0071
1,3,20270815,validation,GG0079,CVB0075
1,3,20270815,validation,GG0085,CVB0081
1,3,20270815,validation,GG0091,CVB0087
1,3,20270815,validation,GG0094,CVB0090
1,3,20270815,validation,GG0099,CVB0095
1,3,20270815,validation,GG0105,CVB0101
1,3,20270815,validation,GG0112,CVB0108
1,3,20270815,validation,GG0118,CVB0114
1,3,20270815,validation,GG0123,CVB0119
1,3,20270815,validation,GG0002,CVB0002
1,3,20270815,validation,GG0015,CVB0002
1,3,20270815,validation,GG0032,CVB0029
1,3,20270815,validation,GG0006,CVB0006
1,3,20270815,validation,GG0129,CVB0125
1,4,20270815,train,GG0001,CVB0001
1,4,20270815,train,GG0043,CVB0040
1,4,20270815,train,GG0044,CVB0010
1,4,20270815,train,GG0045,CVB0041
1,4,20270815,train,GG0038,CVB0035
1,4,20270815,train,GG0020,CVB0018
1,4,20270815,train,GG0046,CVB0042
1,4,20270815,train,GG0035,CVB0032
1,4,20270815,train,GG0047,CVB0043
1,4,20270815,train,GG0048,CVB0044
1,4,20270815,train,GG0049,CVB0045
1,4,20270815,train,GG0025,CVB0022
1,4,20270815,train,GG0051,CVB0047
1,4,20270815,train,GG0052,CVB0048
1,4,20270815,train,GG0053,CVB0049
1,4,20270815,train,GG0054,CVB0050
1,4,20270815,train,GG0056,CVB0052
1,4,20270815,train,GG0057,CVB0053
1,4,20270815,train,GG0010,CVB0010
1,4,20270815,train,GG0028,CVB0025
1,4,20270815,train,GG0058,CVB0054
1,4,20270815,train,GG0012,CVB0012
1,4,20270815,train,GG0059,CVB0055
1,4,20270815,train,GG0016,CVB0015
1,4,20270815,train,GG0062,CVB0058
1,4,20270815,train,GG0013,CVB0013
1,4,20270815,train,GG0026,CVB0023
1,4,20270815,train,GG0064,CVB0060
1,4,20270815,train,GG0041,CVB0038
1,4,20270815,train,GG0065,CVB0061
1,4,20270815,train,GG0066,CVB0062
1,4,20270815,train,GG0068,CVB0064
1,4,20270815,train,GG0036,CVB0033
1,4,20270815,train,GG0070,CVB0066
1,4,20270815,train,GG0071,CVB0067
1,4,20270815,train,GG0072,CVB0068
1,4,20270815,train,GG0073,CVB0069
1,4,20270815,train,GG0074,CVB0070
1,4,20270815,train,GG0075,CVB0071
1,4,20270815,train,GG0031,CVB0028
1,4,20270815,train,GG0076,CVB0072
1,4,20270815,train,GG0078,CVB0074
1,4,20270815,train,GG0079,CVB0075
1,4,20270815,train,GG0081,CVB0077
1,4,20270815,train,GG0082,CVB0078
1,4,20270815,train,GG0083,CVB0079
1,4,20270815,train,GG0084,CVB0080
1,4,20270815,train,GG0085,CVB0081
1,4,20270815,train,GG0087,CVB0083
1,4,20270815,train,GG0088,CVB0084
1,4,20270815,train,GG0089,CVB0085
1,4,20270815,train,GG0090,CVB0086
1,4,20270815,train,GG0091,CVB0087
1,4,20270815,train,GG0093,CVB0089
1,4,20270815,train,GG0094,CVB0090
1,4,20270815,train,GG0095,CVB0091
1,4,20270815,train,GG0096,CVB0092
1,4,20270815,train,GG0097,CVB0093
1,4,20270815,train,GG0099,CVB0095
1,4,20270815,train,GG0100,CVB0096
1,4,20270815,train,GG0018,CVB0016
1,4,20270815,train,GG0101,CVB0097
1,4,20270815,train,GG0037,CVB0034
1,4,20270815,train,GG0103,CVB0099
1,4,20270815,train,GG0104,CVB0100
1,4,20270815,train,GG0105,CVB0101
1,4,20270815,train,GG0106,CVB0102
1,4,20270815,train,GG0029,CVB0026
1,4,20270815,train,GG0108,CVB0104
1,4,20270815,train,GG0110,CVB0106
1,4,20270815,train,GG0111,CVB0107
1,4,20270815,train,GG0030,CVB0027
1,4,20270815,train,GG0005,CVB0005
1,4,20270815,train,GG0009,CVB0009
1,4,20270815,train,GG0112,CVB0108
1,4,20270815,train,GG0113,CVB0109
1,4,20270815,train,GG0115,CVB0111
1,4,20270815,train,GG0116,CVB0112
1,4,20270815,train,GG0117,CVB0113
1,4,20270815,train,GG0118,CVB0114
1,4,20270815,train,GG0040,CVB0037
1,4,20270815,train,GG0004,CVB0004
1,4,20270815,train,GG0119,CVB0115
1,4,20270815,train,GG0120,CVB0116
1,4,20270815,train,GG0121,CVB0117
1,4,20270815,train,GG0123,CVB0119
1,4,20270815,train,GG0019,CVB0017
1,4,20270815,train,GG0124,CVB0120
1,4,20270815,train,GG0008,CVB0008
1,4,20270815,train,GG0125,CVB0121
1,4,20270815,train,GG0002,CVB0002
1,4,20270815,train,GG0015,CVB0002
1,4,20270815,train,GG0032,CVB0029
1,4,20270815,train,GG0023,CVB0020
1,4,20270815,train,GG0006,CVB0006
1,4,20270815,train,GG0127,CVB0123
1,4,20270815,train,GG0128,CVB0124
1,4,20270815,train,GG0129,CVB0125
1,4,20270815,validation,GG0042,CVB0039
1,4,20270815,validation,GG0003,CVB0003
1,4,20270815,validation,GG0007,CVB0007
1,4,20270815,validation,GG0034,CVB0031
1,4,20270815,validation,GG0050,CVB0046
1,4,20270815,validation,GG0055,CVB0051
1,4,20270815,validation,GG0061,CVB0057
1,4,20270815,validation,GG0014,CVB0014
1,4,20270815,validation,GG0067,CVB0063
1,4,20270815,validation,GG0069,CVB0065
1,4,20270815,validation,GG0039,CVB0036
1,4,20270815,validation,GG0077,CVB0073
1,4,20270815,validation,GG0080,CVB0076
1,4,20270815,validation,GG0086,CVB0082
1,4,20270815,validation,GG0092,CVB0088
1,4,20270815,validation,GG0098,CVB0094
1,4,20270815,validation,GG0024,CVB0021
1,4,20270815,validation,GG0102,CVB0098
1,4,20270815,validation,GG0107,CVB0103
1,4,20270815,validation,GG0109,CVB0105
1,4,20270815,validation,GG0114,CVB0110
1,4,20270815,validation,GG0122,CVB0118
1,4,20270815,validation,GG0126,CVB0122
1,4,20270815,validation,GG0027,CVB0024
1,5,20270815,train,GG0001,CVB0001
1,5,20270815,train,GG0042,CVB0039
1,5,20270815,train,GG0045,CVB0041
1,5,20270815,train,GG0003,CVB0003
1,5,20270815,train,GG0038,CVB0035
1,5,20270815,train,GG0007,CVB0007
1,5,20270815,train,GG0020,CVB0018
1,5,20270815,train,GG0034,CVB0031
1,5,20270815,train,GG0046,CVB0042
1,5,20270815,train,GG0047,CVB0043
1,5,20270815,train,GG0048,CVB0044
1,5,20270815,train,GG0049,CVB0045
1,5,20270815,train,GG0025,CVB0022
1,5,20270815,train,GG0050,CVB0046
1,5,20270815,train,GG0052,CVB0048
1,5,20270815,train,GG0053,CVB0049
1,5,20270815,train,GG0054,CVB0050
1,5,20270815,train,GG0055,CVB0051
1,5,20270815,train,GG0057,CVB0053
1,5,20270815,train,GG0058,CVB0054
1,5,20270815,train,GG0012,CVB0012
1,5,20270815,train,GG0059,CVB0055
1,5,20270815,train,GG0061,CVB0057
1,5,20270815,train,GG0014,CVB0014
1,5,20270815,train,GG0016,CVB0015
1,5,20270815,train,GG0013,CVB0013
1,5,20270815,train,GG0026,CVB0023
1,5,20270815,train,GG0064,CVB0060
1,5,20270815,train,GG0041,CVB0038
1,5,20270815,train,GG0065,CVB0061
1,5,20270815,train,GG0066,CVB0062
1,5,20270815,train,GG0067,CVB0063
1,5,20270815,train,GG0036,CVB0033
1,5,20270815,train,GG0069,CVB0065
1,5,20270815,train,GG0039,CVB0036
1,5,20270815,train,GG0071,CVB0067
1,5,20270815,train,GG0072,CVB0068
1,5,20270815,train,GG0073,CVB0069
1,5,20270815,train,GG0074,CVB0070
1,5,20270815,train,GG0075,CVB0071
1,5,20270815,train,GG0031,CVB0028
1,5,20270815,train,GG0076,CVB0072
1,5,20270815,train,GG0077,CVB0073
1,5,20270815,train,GG0079,CVB0075
1,5,20270815,train,GG0080,CVB0076
1,5,20270815,train,GG0081,CVB0077
1,5,20270815,train,GG0083,CVB0079
1,5,20270815,train,GG0084,CVB0080
1,5,20270815,train,GG0085,CVB0081
1,5,20270815,train,GG0086,CVB0082
1,5,20270815,train,GG0087,CVB0083
1,5,20270815,train,GG0089,CVB0085
1,5,20270815,train,GG0090,CVB0086
1,5,20270815,train,GG0091,CVB0087
1,5,20270815,train,GG0092,CVB0088
1,5,20270815,train,GG0094,CVB0090
1,5,20270815,train,GG0096,CVB0092
1,5,20270815,train,GG0097,CVB0093
1,5,20270815,train,GG0098,CVB0094
1,5,20270815,train,GG0024,CVB0021
1,5,20270815,train,GG0099,CVB0095
1,5,20270815,train,GG0101,CVB0097
1,5,20270815,train,GG0102,CVB0098
1,5,20270815,train,GG0037,CVB0034
1,5,20270815,train,GG0103,CVB0099
1,5,20270815,train,GG0104,CVB0100
1,5,20270815,train,GG0105,CVB0101
1,5,20270815,train,GG0106,CVB0102
1,5,20270815,train,GG0029,CVB0026
1,5,20270815,train,GG0107,CVB0103
1,5,20270815,train,GG0109,CVB0105
1,5,20270815,train,GG0110,CVB0106
1,5,20270815,train,GG0111,CVB0107
1,5,20270815,train,GG0030,CVB0027
1,5,20270815,train,GG0005,CVB0005
1,5,20270815,train,GG0009,CVB0009
1,5,20270815,train,GG0112,CVB0108
1,5,20270815,train,GG0114,CVB0110
1,5,20270815,train,GG0115,CVB0111
1,5,20270815,train,GG0116,CVB0112
1,5,20270815,train,GG0118,CVB0114
1,5,20270815,train,GG0120,CVB0116
1,5,20270815,train,GG0121,CVB0117
1,5,20270815,train,GG0122,CVB0118
1,5,20270815,train,GG0123,CVB0119
1,5,20270815,train,GG0019,CVB0017
1,5,20270815,train,GG0124,CVB0120
1,5,20270815,train,GG0125,CVB0121
1,5,20270815,train,GG0002,CVB0002
1,5,20270815,train,GG0015,CVB0002
1,5,20270815,train,GG0032,CVB0029
1,5,20270815,train,GG0023,CVB0020
1,5,20270815,train,GG0126,CVB0122
1,5,20270815,train,GG0006,CVB0006
1,5,20270815,train,GG0027,CVB0024
1,5,20270815,train,GG0128,CVB0124
1,5,20270815,train,GG0129,CVB0125
1,5,20270815,validation,GG0043,CVB0040
1,5,20270815,validation,GG0044,CVB0010
1,5,20270815,validation,GG0035,CVB0032
1,5,20270815,validation,GG0051,CVB0047
1,5,20270815,validation,GG0056,CVB0052
1,5,20270815,validation,GG0010,CVB0010
1,5,20270815,validation,GG0028,CVB0025
1,5,20270815,validation,GG0062,CVB0058
1,5,20270815,validation,GG0068,CVB0064
1,5,20270815,validation,GG0070,CVB0066
1,5,20270815,validation,GG0078,CVB0074
1,5,20270815,validation,GG0082,CVB0078
1,5,20270815,validation,GG0088,CVB0084
1,5,20270815,validation,GG0093,CVB0089
1,5,20270815,validation,GG0095,CVB0091
1,5,20270815,validation,GG0100,CVB0096
1,5,20270815,validation,GG0018,CVB0016
1,5,20270815,validation,GG0108,CVB0104
1,5,20270815,validation,GG0113,CVB0109
1,5,20270815,validation,GG0117,CVB0113
1,5,20270815,validation,GG0040,CVB0037
1,5,20270815,validation,GG0004,CVB0004
1,5,20270815,validation,GG0119,CVB0115
1,5,20270815,validation,GG0008,CVB0008
1,5,20270815,validation,GG0127,CVB0123
2,1,20280815,train,GG0001,CVB0001
2,1,20280815,train,GG0042,CVB0039
2,1,20280815,train,GG0043,CVB0040
2,1,20280815,train,GG0045,CVB0041
2,1,20280815,train,GG0003,CVB0003
2,1,20280815,train,GG0038,CVB0035
2,1,20280815,train,GG0007,CVB0007
2,1,20280815,train,GG0020,CVB0018
2,1,20280815,train,GG0034,CVB0031
2,1,20280815,train,GG0046,CVB0042
2,1,20280815,train,GG0035,CVB0032
2,1,20280815,train,GG0048,CVB0044
2,1,20280815,train,GG0049,CVB0045
2,1,20280815,train,GG0025,CVB0022
2,1,20280815,train,GG0050,CVB0046
2,1,20280815,train,GG0051,CVB0047
2,1,20280815,train,GG0052,CVB0048
2,1,20280815,train,GG0054,CVB0050
2,1,20280815,train,GG0055,CVB0051
2,1,20280815,train,GG0056,CVB0052
2,1,20280815,train,GG0057,CVB0053
2,1,20280815,train,GG0028,CVB0025
2,1,20280815,train,GG0058,CVB0054
2,1,20280815,train,GG0012,CVB0012
2,1,20280815,train,GG0059,CVB0055
2,1,20280815,train,GG0014,CVB0014
2,1,20280815,train,GG0016,CVB0015
2,1,20280815,train,GG0062,CVB0058
2,1,20280815,train,GG0013,CVB0013
2,1,20280815,train,GG0026,CVB0023
2,1,20280815,train,GG0065,CVB0061
2,1,20280815,train,GG0066,CVB0062
2,1,20280815,train,GG0067,CVB0063
2,1,20280815,train,GG0036,CVB0033
2,1,20280815,train,GG0069,CVB0065
2,1,20280815,train,GG0070,CVB0066
2,1,20280815,train,GG0039,CVB0036
2,1,20280815,train,GG0072,CVB0068
2,1,20280815,train,GG0073,CVB0069
2,1,20280815,train,GG0074,CVB0070
2,1,20280815,train,GG0031,CVB0028
2,1,20280815,train,GG0076,CVB0072
2,1,20280815,train,GG0077,CVB0073
2,1,20280815,train,GG0078,CVB0074
2,1,20280815,train,GG0079,CVB0075
2,1,20280815,train,GG0081,CVB0077
2,1,20280815,train,GG0082,CVB0078
