Record ID,Geological Group ID,Reference-connected block,crossfit_fold,valid_oof,abstain_reason,reported_granite_type,predicted_probability_I,predicted_probability_A,predicted_probability_S,model_output_I,model_output_A,model_output_S,base_value_I,base_value_A,base_value_S,feature_set_hash,model_parameter_hash,analysis_protocol_hash,score_type,shap_output_scale,interpretation_model,imputed::SiO2,imputed::TiO2,imputed::Al2O3,imputed::Fe2O3,imputed::FeO,imputed::MnO,imputed::MgO,imputed::CaO,imputed::Na2O,imputed::K2O,imputed::P2O5,imputed::Rb,imputed::Sr,imputed::Y,imputed::Zr,imputed::Nb,imputed::Ba,imputed::La,imputed::Ce,imputed::Pr,imputed::Nd,imputed::Sm,imputed::Eu,imputed::Gd,imputed::Tb,imputed::Dy,imputed::Ho,imputed::Er,imputed::Tm,imputed::Yb,imputed::Lu,imputed::Hf,imputed::Ta,imputed::Ga,imputed::A/CNK,imputed::A/NK,imputed::Fe*,imputed::K2O/Na2O,imputed::Rb/Sr,imputed::Zr/Hf,imputed::Eu/Eu*,imputed::(La/Yb)N,was_imputed::SiO2,was_imputed::TiO2,was_imputed::Al2O3,was_imputed::Fe2O3,was_imputed::FeO,was_imputed::MnO,was_imputed::MgO,was_imputed::CaO,was_imputed::Na2O,was_imputed::K2O,was_imputed::P2O5,was_imputed::Rb,was_imputed::Sr,was_imputed::Y,was_imputed::Zr,was_imputed::Nb,was_imputed::Ba,was_imputed::La,was_imputed::Ce,was_imputed::Pr,was_imputed::Nd,was_imputed::Sm,was_imputed::Eu,was_imputed::Gd,was_imputed::Tb,was_imputed::Dy,was_imputed::Ho,was_imputed::Er,was_imputed::Tm,was_imputed::Yb,was_imputed::Lu,was_imputed::Hf,was_imputed::Ta,was_imputed::Ga,was_imputed::A/CNK,was_imputed::A/NK,was_imputed::Fe*,was_imputed::K2O/Na2O,was_imputed::Rb/Sr,was_imputed::Zr/Hf,was_imputed::Eu/Eu*,was_imputed::(La/Yb)N
R0639,GG0035,RCB0028,1.0,True,,S,0.10166432708501816,0.029914380982518196,0.8684212565422058,-0.35637813806533813,-1.579715371131897,1.7886223793029785,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,76.09000000000003,0.04999999999999999,13.730000000000002,0.4699999999999999,0.7,0.11999999999999998,0.21000000000000005,0.24,3.49,3.95,0.08,456.00000000000017,13.899999999999997,14.799999999999997,38.199999999999996,7.140000000000001,33.263068352462255,3.1899999999999986,6.599999999999998,1.1507378180426868,2.9400000000000004,1.0800000000000005,0.03800000000000004,1.44,0.34800000000000003,2.5,0.4699999999999999,1.4799999999999995,0.31900000000000006,1.872747222349168,0.4300000000000001,5.17,3.62,20.9,1.3134506613684267,1.3706688464891155,0.7499837625770949,1.1318051575931234,32.805755395683455,7.388781431334625,0.09315670261042511,1.5218086121722982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
R0640,GG0035,RCB0028,1.0,False,row_missingness_at_or_above_threshold,S,,,,,,,,,,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0641,GG0035,RCB0028,1.0,True,,S,0.309454083442688,0.5947472453117371,0.09579867124557495,-0.03607330843806267,0.6172535419464111,-1.2086341381072998,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.2110331024619,0.03747119218093616,14.250198817939989,0.5450547771723095,0.47114718300301756,0.11458507203494371,0.07641310585945844,0.3918921302290636,3.7094835470136527,4.1897894661695325,0.15156081988539377,707.6471119545811,2204.0000000000005,4.993470178000624,16.100000000000005,36.09423641071114,4.41,55.00000000000002,2.749999999999999,19.899999999999995,12.600000000000001,2.21,48.699999999999996,15.199999999999996,192.0,67.79999999999998,314.0,65.99999999999997,688.9999999999998,107.99999999999997,12326.00000000002,8.74,2333.0,22.87188883942297,1.2118815969859056,1.2908455077238985,0.8620435086605893,1.2458952351860302,117.93857584726116,1.8421052631578942,25.688258646795415,0.36529145178934197,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0642,GG0035,RCB0028,1.0,True,,S,0.32650965452194214,0.5741088390350342,0.0993814691901207,0.03871135786175728,0.6030707955360413,-1.1507824659347534,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.40044276768725,0.03684781448909093,14.082462594806275,0.5850794630178571,0.500882142811836,0.1093853058551964,0.06930361593174918,0.3903087370656513,3.7182224866195233,4.21117324429268,0.16038340280203917,673.599928546232,2146.0,5.733886030251148,8.630000000000003,34.11889624425342,8.31,52.7,5.9799999999999995,33.00000000000001,11.500000000000002,2.67,29.800000000000008,11.1,151.99999999999997,59.89999999999999,321.99999999999994,80.59999999999997,958.0000000000003,160.99999999999994,17030.999999999985,9.009999999999998,312.9999999999999,22.804209985067907,1.1973891773920178,1.2748466439388029,0.8733984413542577,1.2419465778314294,108.31667885116376,0.9578246392896781,16.734886798162062,0.2347930917000811,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0643,GG0035,RCB0028,1.0,False,row_missingness_at_or_above_threshold,S,,,,,,,,,,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0644,GG0035,RCB0028,1.0,True,,S,0.4841998815536499,0.21877223253250122,0.2970278263092041,-0.11168774962425232,-0.9061543941497803,-0.6003597378730774,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.22570247526409,0.0374921233219606,14.244397118334424,0.5379866788085708,0.4754589399860372,0.11877108567847156,0.07736351265077643,0.39579488383926403,3.7321700770234703,4.17322432293995,0.15270129444990196,702.720854556934,1002.9999999999998,5.007564044412369,5.0,36.130630621101226,0.4490000000000002,12.7,0.43400000000000016,3.5700000000000003,4.04,0.2720000000000001,14.199999999999998,5.42,74.60000000000001,29.4,148.99999999999997,33.50000000000001,373.99999999999994,62.799999999999976,12355.000000000027,4.66,398.0000000000001,21.86757166155513,1.2100629900857158,1.2896334093972008,0.8604062935361665,1.2300383994389716,117.64423685781212,1.0729613733905579,35.75426741766396,0.1450589911043027,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0645,GG0035,RCB0028,1.0,True,,S,0.27701273560523987,0.603014349937439,0.11997292935848236,-0.18659357726573944,0.591283917427063,-1.0233910083770752,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.39607648008491,0.03671057029342255,14.091689281806245,0.5845407144890722,0.49648231195554043,0.10903410103569702,0.07005303506784513,0.39028714895538513,3.7274578043979805,4.199516283674477,0.15872502336257277,670.5425487634153,1833.9999999999993,5.008745528361789,8.059999999999999,33.94723023573431,0.679,21.7,1.0100000000000007,9.03,7.379999999999999,1.2399999999999998,27.2,10.4,141.99999999999994,54.79999999999998,273.00000000000006,60.599999999999966,690.0000000000002,113.00000000000013,12366.000000000016,8.16,772.0000000000003,22.731247309284726,1.1973050254904343,1.2747408449196436,0.8715871060602245,1.2370251236312768,107.60838702685935,0.9877450980392157,23.156079224244618,0.13774691012284807,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0646,GG0035,RCB0028,1.0,True,,S,0.37744197249412537,0.49228355288505554,0.13027450442314148,0.040382128208875656,0.3060201406478882,-1.0233910083770752,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.39493732129921,0.036696131035805594,14.092672694324332,0.5855836633683951,0.49632902777596305,0.10876944850944759,0.07009191335255141,0.39050680578248165,3.7306996510801094,4.196745038432372,0.15866611288683877,670.0441294904856,1863.9999999999993,5.008434530979613,8.610000000000001,33.94759914701393,0.050999999999999615,14.3,0.17199999999999935,1.060000000000001,3.8200000000000003,0.40199999999999986,24.499999999999996,10.499999999999998,148.0,53.09999999999999,276.99999999999994,61.59999999999997,673.0,112.00000000000003,11937.00000000001,8.829999999999998,1078.0,22.680781383327624,1.1971119505832948,1.2745682053096834,0.871515397561319,1.2351678266460384,107.58034779164082,0.9750849377123443,36.4570935982214,0.0915837854128996,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0647,GG0035,RCB0028,1.0,True,,S,0.34416770935058594,0.16825103759765625,0.48758119344711304,-0.08108280599117279,-0.7967547178268433,0.2672449052333832,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.33795193255904,0.040985144634615736,14.226054476057017,0.4938420341377093,0.4657388878594296,0.11671259966014653,0.08382484102837465,0.37241195880213535,3.545455273507148,4.236231831373401,0.14039676773949608,708.551807265539,1122.9999999999998,5.13026346562965,4.830000000000002,35.64657241246862,0.5580000000000005,24.499999999999996,1.2000000000000002,8.36,8.99,0.9589999999999996,30.699999999999985,9.27,101.99999999999991,34.4,157.00000000000003,32.10000000000002,347.99999999999994,55.800000000000004,11836.000000000018,3.3599999999999994,570.9999999999999,21.99961412092542,1.2408233086079812,1.3190898744425086,0.8505105116890499,1.3065316443395605,119.80158429787294,1.4375,31.478413776060805,0.31494336312629484,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0648,GG0035,RCB0028,1.0,True,,S,0.38499441742897034,0.1421055644750595,0.47290003299713135,-0.0025728344917297363,-0.9992314577102661,0.2030823826789856,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.34207376338448,0.04081642816190036,14.22402151206247,0.49420880149594437,0.4606891229508382,0.11534678630610251,0.08360755385954949,0.3697009623799973,3.5319529382596606,4.245736486465519,0.1386502918898594,707.4898826839521,1463.9999999999993,5.128518150641213,4.459999999999998,35.24280971814591,1.979999999999999,31.5,0.9189999999999996,4.41,7.01,0.7169999999999999,30.299999999999997,9.79,125.0,44.5,215.00000000000006,43.9,468.9999999999996,76.2,11292.000000000007,3.01,949.0000000000001,22.04783673620862,1.2409958851754914,1.3187532320690862,0.8502671502438433,1.3178657060557977,118.87149065378183,1.4817275747508303,34.96353532576134,0.2965214791189076,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0649,GG0035,RCB0028,1.0,True,,S,0.28723230957984924,0.5977617502212524,0.1150059774518013,-0.10808373987674713,0.6248171925544739,-1.0233910083770752,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.39380436312874,0.03678975611872429,14.0882858618772,0.5888257385233604,0.49944656561338757,0.10816880475450745,0.0694567642041014,0.3906950816433886,3.727665587488759,4.202143900777119,0.15991851805488208,672.3129656016981,2649.0000000000023,5.73144703619642,11.9,34.12594207042975,1.4600000000000004,27.9,1.0799999999999996,7.48,6.9399999999999995,0.6559999999999999,36.599999999999994,14.100000000000003,204.00000000000006,77.19999999999999,400.00000000000006,88.59999999999997,1006.0000000000003,168.0,13503.000000000022,12.4,1116.0000000000002,22.788087189250994,1.1970793946159723,1.274564897800997,0.8730812232627883,1.236643906570384,108.20440685209053,0.9596774193548387,36.791139946081,0.11912296564195274,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0650,GG0035,RCB0028,1.0,True,,S,0.304332435131073,0.5745253562927246,0.12114222347736359,-0.20761926472187042,0.4278043508529663,-1.128774642944336,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.39277754961739,0.03660114085264708,14.095839635917377,0.5829234968977892,0.48927914963157276,0.10731043535033766,0.06995364538364493,0.38616499923735803,3.7018721432492168,4.216195240030645,0.15624813141816435,672.1174811697365,2481.0000000000023,4.999946279169626,9.509999999999998,33.586520712909014,6.9399999999999995,47.10000000000001,4.55,29.600000000000005,15.199999999999996,4.23,47.99999999999997,15.300000000000004,200.0,71.69999999999997,359.99999999999983,79.10000000000002,871.0,145.0,13301.00000000003,7.570000000000002,1359.9999999999998,22.899693860631693,1.1989676359963055,1.2757754490622766,0.8711002653677573,1.2550496522284855,106.96410917336547,1.2562747688243063,18.241013855736952,0.23299869052815358,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0651,GG0035,RCB0028,1.0,True,,S,0.24303239583969116,0.6443284153938293,0.1126391813158989,-0.30191779136657715,0.6730960607528687,-1.0709229707717896,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.39264637849439,0.03688166163844298,14.088105623693318,0.5873635293010586,0.5016044354899252,0.10892007535785347,0.06950940779848236,0.3916927913008668,3.728781786162851,4.201945948719151,0.16072224136149663,673.7525492422305,2711.0,5.732874863999369,9.679999999999998,34.28965488802063,2.5,33.900000000000006,2.58,20.099999999999998,12.9,7.780000000000003,39.60000000000002,13.600000000000001,197.99999999999997,79.60000000000002,411.0000000000001,93.89999999999992,1080.9999999999986,179.0,12700.000000000024,8.600000000000001,536.0000000000001,22.88474756311152,1.1972887232340668,1.2749957574968822,0.8732698392455358,1.2347893703621415,108.5741976366262,1.1255813953488367,11.769542139899013,0.1358461212078356,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0652,GG0035,RCB0028,1.0,True,,S,0.300246000289917,0.5795374512672424,0.12021656334400177,-0.10808373987674713,0.5495444536209106,-1.0233910083770752,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.39472807195305,0.03671970253827705,14.0916790791473,0.5850265677707938,0.4959835007911459,0.1085519051701745,0.06986818020035666,0.38954706633760605,3.721719054137509,4.204029583652039,0.15861292250960582,671.644076136806,2102.0000000000027,5.0071093838332965,9.15,33.9431634554054,1.8699999999999997,22.700000000000003,0.930000000000001,5.57,4.92,0.43700000000000006,29.4,12.099999999999998,162.0,63.400000000000006,314.0,69.3,794.0000000000001,137.00000000000006,14293.999999999989,8.64,836.9999999999998,22.74360629065576,1.1977027788926606,1.2750329382347974,0.8719207553532216,1.2407425127763774,107.67921878813902,1.0590277777777772,39.08747007151576,0.11885182789737898,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0653,GG0035,RCB0028,1.0,True,,S,0.3620988726615906,0.16365088522434235,0.4742502272129059,-0.0025728344917297363,-0.7967547178268433,0.2672449052333832,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.3415760905877,0.04080150567117437,14.225251041771847,0.4936564847784303,0.4613368880870506,0.11585350395666207,0.08369993612010562,0.37014434136924795,3.5361467711719454,4.24251222450974,0.13886679540479774,707.2225335656582,1124.0000000000002,5.126071335343282,5.1,35.30681657956048,1.42,24.6,0.8489999999999995,6.029999999999999,4.609999999999999,1.02,19.200000000000003,6.34,85.40000000000002,33.099999999999994,160.99999999999994,34.40000000000001,383.0,65.19999999999999,10788.000000000011,3.5100000000000007,765.9999999999999,21.94233447476497,1.2409142555674735,1.3187369869264458,0.8501159915475849,1.3147404566532406,118.85778637905999,1.4529914529914532,23.08235674154838,0.27063757086277834,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0654,GG0035,RCB0028,1.0,True,,S,0.3440150320529938,0.5371837019920349,0.1188012883067131,-0.18938414752483368,0.2562706470489502,-1.2526172399520874,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.20437611541615,0.037549380621597364,14.251382331442347,0.5493318660478861,0.4732929395592181,0.11367905524876717,0.0762713612782781,0.39347958963596547,3.718173757383015,4.184335933967931,0.15241792171425878,708.4887191261708,4487.000000000004,5.387941544860119,31.1,36.28927935424478,2.120000000000002,153.00000000000006,4.040000000000001,32.7,34.9,5.14,110.99999999999996,35.50000000000001,400.00000000000006,132.99999999999986,619.0000000000002,125.0,1281.0,205.99999999999974,9531.999999999995,11.2,6524.999999999995,23.076065909461455,1.211282034212536,1.290501000333105,0.8627440295909412,1.2403134518171646,118.6204154992847,2.776785714285714,25.121807169066212,0.5327516283642622,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0655,GG0035,RCB0028,1.0,True,,S,0.2793867886066437,0.6027772426605225,0.11783594638109207,-0.20761926472187042,0.5613313317298889,-1.0709229707717896,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.39315258676865,0.03670536911070239,14.09366929138907,0.5839817795359141,0.4942689378127641,0.10828843819123733,0.06989423599251858,0.3885555413830009,3.7151738879690157,4.207929587200765,0.15804050085950438,672.4597990265501,1993.0,5.003082823197516,9.549999999999999,33.89074107034864,3.5700000000000003,48.3,4.32,38.5,23.9,4.130000000000001,56.40000000000001,14.100000000000003,170.00000000000009,58.000000000000014,282.0,62.2,698.9999999999998,109.99999999999997,12846.000000000007,7.77,787.0000000000001,22.90077064647395,1.1983440336828561,1.2755440145295318,0.8717332487811902,1.2449832197987192,107.56816010598013,1.2290862290862292,22.595302336231907,0.3149597238204832,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0656,GG0035,RCB0028,1.0,True,,S,0.44935742020606995,0.4331735372543335,0.11746901273727417,0.1330098658800125,0.09632968157529831,-1.2086341381072998,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.39131373382519,0.03662662965282531,14.095555525414449,0.5850795633880201,0.4909006471071837,0.10707252067841189,0.06980337449069891,0.38680930423596366,3.7071721298624505,4.212886076342043,0.15686534087231568,672.316949981686,2432.999999999999,5.722983689634404,12.5,33.70344596144146,5.039999999999998,56.800000000000004,5.320000000000002,35.0,15.199999999999996,3.2799999999999994,47.39999999999999,15.600000000000005,200.0,72.49999999999997,352.99999999999994,76.00000000000001,843.000000000001,132.99999999999997,10943.99999999999,9.470000000000002,1669.9999999999993,22.918543580663012,1.198707677240554,1.2756029243674494,0.8715736499802482,1.2513608419763598,107.21895623389004,1.319957761351637,20.258288683187804,0.30633545890041575,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0657,GG0035,RCB0028,1.0,True,,S,0.4245597720146179,0.39533528685569763,0.18010495603084564,0.06313671916723251,-0.008181851357221603,-0.7943763136863708,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.2153142179488,0.03750380541108747,14.248471240553785,0.5454475798975931,0.4730371027714874,0.11523857044464064,0.0768881659004827,0.3945290709392682,3.725743379381359,4.175757339170282,0.15210282743052517,705.1563229608842,2558.0000000000014,5.125063094297106,10.1,36.18053556714289,0.33099999999999963,58.20000000000003,0.7999999999999994,9.12,12.999999999999996,2.2299999999999995,56.00000000000006,17.999999999999996,222.99999999999994,77.40000000000003,369.99999999999994,76.30000000000001,836.0000000000008,137.00000000000006,10249.000000000007,4.97,2495.000000000001,22.900551521748405,1.2108752068169757,1.290285250158819,0.8614502425610393,1.2343790011297489,117.9395917200665,2.0321931589537225,27.022341482717753,0.3047214265915181,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
R0658,GG0035,RCB0028,1.0,True,,S,0.2564244866371155,0.6431869864463806,0.10038856416940689,-0.20761926472187042,0.711982011795044,-1.1454051733016968,0.03779289126396179,0.2523317039012909,-0.21953415870666504,E2C83C7F32F908A526025BF2C6B06A97C12835AAEBFE3304B1E4A119E81B66B2,5C50613C596B407A3E5B73F89AD3FDAD4668EB3A3E69B7B4A8E4196CB04162A0,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,probability,raw_margin,XGBoost,74.401021332226,0.03656770561678887,14.091352180338527,0.5797791360269486,0.48950985820706194,0.10857109956038108,0.07004427668232875,0.38603206636574783,3.700287787769379,4.218316968305166,0.1561875134937847,670.6935801178365,1648.9999999999998,5.005555810667766,6.849999999999998,33.469756883550936,7.710000000000001,33.99999999999999,3.079999999999999,18.600000000000005,6.550000000000001,0.4990000000000001,25.699999999999996,9.25,128.99999999999997,48.199999999999996,251.00000000000003,56.19999999999998,636.9999999999999,105.99999999999986,12724.0,7.249999999999998,628.0000000000002,22.76772855622036,1.1986124537928808,1.2753670466860556,0.8707473588879191,1.2562023629233976,106.68765088006064,0.9448275862068967,36.57089753795413,0.2300772231510232,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
